"Klucz","KluczOpakZewn","KodKreskowy","OpisOpakowania","StatusOpak","IdRodzOpak","NrWersji","IdSesji","NrZlecenia","DataBrakowania","OstatniePrzyj","OstatnieWyd","IdGrupyDokKl","RokDokumentu"
"10123","4234","000000010123","\N","10","23","4","2805","","2018-12-31 00:00:00","\N","\N","134","2012"
"3208","4225","000000003208","\N","10","23","4","2727","","2028-12-31 00:00:00","\N","\N","132","2008"
"7307","3965","000000007307","\N","10","23","4","2628","","2021-12-31 00:00:00","\N","\N","132","2001"
"8686","4247","000000008686","\N","10","23","4","2803","","2031-12-31 00:00:00","\N","\N","132","2011"
"7314","3966","000000007314","\N","10","23","4","2628","","2028-12-31 00:00:00","\N","\N","132","2008"
"3210","4226","000000003210","\N","10","23","4","2727","","2028-12-31 00:00:00","\N","\N","132","2008"
"7318","3966","000000007318","\N","10","23","4","2628","","2023-12-31 00:00:00","\N","\N","132","2003"
"14385","\N","000000014385","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7321","3968","000000007321","\N","10","23","4","2628","","2025-12-31 00:00:00","\N","\N","132","2005"
"9041","4225","000000009041","\N","10","23","4","2713","","2017-12-31 00:00:00","\N","\N","134","2010"
"7334","3967","000000007334","\N","10","23","4","2628","","2026-12-31 00:00:00","\N","\N","132","2006"
"10430","4244","000000010430","\N","10","23","4","2803","","2032-12-31 00:00:00","\N","\N","132","2012"
"7565","3890","000000007565","\N","10","23","4","2631","","2018-12-31 00:00:00","\N","\N","132","1998"
"9059","\N","000000009059","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7566","3950","000000007566","\N","10","23","4","2631","","2018-12-31 00:00:00","\N","\N","132","1998"
"9044","4227","000000009044","\N","10","23","5","2713","","2017-12-31 00:00:00","\N","\N","134","2010"
"7567","3886","000000007567","\N","10","23","4","2631","","2022-12-31 00:00:00","\N","\N","132","2002"
"14386","\N","000000014386","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7568","3892","000000007568","\N","10","23","4","2631","","2022-12-31 00:00:00","\N","\N","132","2002"
"9057","4232","000000009057","\N","10","23","4","2713","","2017-12-31 00:00:00","\N","\N","134","2010"
"7592","3886","000000007592","\N","10","23","4","2631","","2018-12-31 00:00:00","\N","\N","132","1998"
"10507","4283","000000010507","\N","10","23","4","2803","","2031-12-31 00:00:00","\N","\N","132","2011"
"7593","3917","000000007593","\N","10","23","4","2631","","2018-12-31 00:00:00","\N","\N","132","1998"
"9063","4229","000000009063","\N","10","23","4","2713","","2019-12-31 00:00:00","\N","\N","134","2012"
"7596","3913","000000007596","\N","10","23","4","2631","","2019-12-31 00:00:00","\N","\N","132","1999"
"10583","4292","000000010583","\N","10","23","4","2812","","2031-12-31 00:00:00","\N","\N","147","2011"
"7597","3914","000000007597","\N","10","23","4","2631","","2018-12-31 00:00:00","\N","\N","132","1998"
"9084","4223","000000009084","\N","10","23","4","2712","","2017-12-31 00:00:00","\N","\N","134","2010"
"7598","3913","000000007598","\N","10","23","4","2631","","2018-12-31 00:00:00","\N","\N","132","1998"
"3327","4285","000000003327","\N","10","23","4","2843","","2029-12-31 00:00:00","\N","\N","132","2009"
"7599","3916","000000007599","\N","10","23","4","2631","","2019-12-31 00:00:00","\N","\N","132","1999"
"9092","4231","000000009092","\N","10","23","4","2712","","2017-12-31 00:00:00","\N","\N","134","2010"
"7600","3891","000000007600","\N","10","23","4","2631","","2019-12-31 00:00:00","\N","\N","132","1999"
"14387","\N","000000014387","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14388","\N","000000014388","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3293","4369","000000003293","\N","10","23","4","2843","","2032-12-31 00:00:00","\N","\N","132","2012"
"7602","3977","000000007602","\N","10","23","4","2631","","2019-12-31 00:00:00","\N","\N","132","1999"
"14389","\N","000000014389","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7603","3916","000000007603","\N","10","23","5","2631","","2018-12-31 00:00:00","\N","\N","132","1998"
"14390","\N","000000014390","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7604","3889","000000007604","\N","10","23","4","2631","","2019-12-31 00:00:00","\N","\N","132","1999"
"14391","\N","000000014391","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7605","3890","000000007605","\N","10","23","5","2631","","2019-12-31 00:00:00","\N","\N","132","1999"
"14392","\N","000000014392","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7606","3914","000000007606","\N","10","23","4","2631","","2019-12-31 00:00:00","\N","\N","132","1999"
"14393","\N","000000014393","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7607","3915","000000007607","\N","10","23","4","2631","","2025-12-31 00:00:00","\N","\N","132","2005"
"2977","\N","000000002977","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2978","\N","000000002978","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"9081","\N","000000009081","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26933","\N","000000026933","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3051","3971","000000003051","\N","10","23","4","2628","","2024-12-31 00:00:00","\N","\N","132","2004"
"3042","3874","000000003042","\N","10","23","4","2628","","2028-12-31 00:00:00","\N","\N","132","2008"
"8209","4282","000000008209","\N","10","23","4","2805","","2018-12-31 00:00:00","\N","\N","134","2012"
"3048","3906","000000003048","\N","10","23","4","2628","","2024-12-31 00:00:00","\N","\N","132","2004"
"10150","4157","000000010150","\N","10","23","4","2714","","2017-12-31 00:00:00","\N","\N","134","2010"
"3049","3881","000000003049","\N","10","23","4","2628","","2025-12-31 00:00:00","\N","\N","132","2005"
"26934","\N","000000026934","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3050","3876","000000003050","\N","10","23","4","2628","","2025-12-31 00:00:00","\N","\N","132","2005"
"7320","4002","000000007320","\N","10","23","4","2628","","2026-12-31 00:00:00","\N","\N","132","2006"
"7262","3934","000000007262","\N","10","23","4","2628","","2028-12-31 00:00:00","\N","\N","132","2008"
"3194","4226","000000003194","\N","10","23","4","2727","","2027-12-31 00:00:00","\N","\N","132","2007"
"2923","3966","000000002923","\N","10","23","4","2628","","2026-12-31 00:00:00","\N","\N","132","2006"
"26935","\N","000000026935","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2924","4002","000000002924","\N","10","23","4","2628","","2022-12-31 00:00:00","\N","\N","132","2002"
"9135","4224","000000009135","\N","10","23","4","2712","","2019-12-31 00:00:00","\N","\N","134","2012"
"2928","3996","000000002928","\N","10","23","4","2628","","2026-12-31 00:00:00","\N","\N","132","2006"
"9367","4226","000000009367","\N","10","23","4","2673","","2015-12-31 00:00:00","\N","\N","134","2009"
"2931","3999","000000002931","\N","10","23","4","2628","","2026-12-31 00:00:00","\N","\N","132","2006"
"9372","4228","000000009372","\N","10","23","4","2673","","2015-12-31 00:00:00","\N","\N","134","2009"
"2942","3970","000000002942","\N","10","23","4","2628","","2026-12-31 00:00:00","\N","\N","132","2006"
"9594","4224","000000009594","\N","10","23","4","2710","","2019-12-31 00:00:00","\N","\N","134","2012"
"2946","3951","000000002946","\N","10","23","4","2628","","2026-12-31 00:00:00","\N","\N","132","2006"
"26936","\N","000000026936","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"9612","4223","000000009612","\N","10","23","4","2713","","2017-12-31 00:00:00","\N","\N","134","2010"
"26937","\N","000000026937","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26938","\N","000000026938","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"9916","4271","000000009916","\N","10","23","4","2805","","2017-12-31 00:00:00","\N","\N","134","2011"
"8649","4251","000000008649","\N","10","23","4","2803","","2026-12-31 00:00:00","\N","\N","132","2006"
"26939","\N","000000026939","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10429","4269","000000010429","\N","10","23","4","2803","","2032-12-31 00:00:00","\N","\N","132","2012"
"3047","\N","000000003047","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10124","4295","000000010124","\N","10","23","4","2805","","2018-12-31 00:00:00","\N","\N","134","2012"
"26940","\N","000000026940","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26941","\N","000000026941","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26942","\N","000000026942","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26943","\N","000000026943","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8593","3992","000000008593","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"16151","\N","000000016151","\N","10","23","2","3159","\N","2018-12-31 00:00:00","\N","\N","156","2013"
"24955","\N","000000024955","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1805","\N","000000001805","\N","10","23","3","2545","\N","2015-12-31 00:00:00","\N","\N","140","2010"
"1842","\N","000000001842","\N","10","23","3","2545","\N","2016-12-31 00:00:00","\N","\N","142","2011"
"3058","\N","000000003058","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3059","\N","000000003059","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3060","\N","000000003060","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3061","\N","000000003061","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3062","\N","000000003062","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3063","\N","000000003063","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3064","\N","000000003064","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3065","\N","000000003065","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3066","\N","000000003066","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3067","\N","000000003067","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3068","\N","000000003068","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3069","\N","000000003069","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3070","\N","000000003070","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3071","\N","000000003071","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3072","\N","000000003072","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3073","\N","000000003073","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3074","\N","000000003074","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3075","\N","000000003075","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3076","\N","000000003076","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3077","\N","000000003077","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3078","\N","000000003078","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3079","\N","000000003079","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3080","\N","000000003080","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3081","\N","000000003081","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3082","\N","000000003082","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3083","\N","000000003083","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3084","\N","000000003084","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3085","\N","000000003085","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3086","\N","000000003086","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3087","\N","000000003087","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3088","\N","000000003088","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3089","\N","000000003089","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2069","3629","000000002069","\N","10","23","4","2543","","2014-12-31 00:00:00","\N","\N","134","2008"
"2778","3540","000000002778","\N","10","23","4","2530","","2017-12-31 00:00:00","\N","\N","132","1997"
"3499","\N","000000003499","\N","10","23","2","2553","\N","2013-12-31 00:00:00","\N","\N","143","2008"
"2782","3542","000000002782","\N","10","23","4","2530","","2017-12-31 00:00:00","\N","\N","132","1997"
"8594","3988","000000008594","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"2785","3507","000000002785","\N","10","23","4","2530","","2017-12-31 00:00:00","\N","\N","132","1997"
"2099","3584","000000002099","\N","10","23","4","2541","","2014-12-31 00:00:00","\N","\N","134","2008"
"2790","3510","000000002790","\N","10","23","4","2530","","2018-12-31 00:00:00","\N","\N","132","1998"
"13085","\N","000000013085","\N","10","23","3","3161","\N","2018-12-31 00:00:00","\N","\N","156","2013"
"13111","\N","000000013111","\N","10","23","2","3161","\N","2018-12-31 00:00:00","\N","\N","156","2013"
"2100","3554","000000002100","\N","10","23","4","2542","","2014-12-31 00:00:00","\N","\N","134","2008"
"2792","3542","000000002792","\N","10","23","4","2530","","2019-12-31 00:00:00","\N","\N","132","1999"
"8595","3988","000000008595","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"2794","3542","000000002794","\N","10","23","4","2530","","2019-12-31 00:00:00","\N","\N","132","1999"
"16246","\N","000000016246","\N","10","23","2","3161","\N","2018-12-31 00:00:00","\N","\N","156","2013"
"2795","3540","000000002795","\N","10","23","5","2530","","2018-12-31 00:00:00","\N","\N","132","1998"
"8596","3988","000000008596","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"2798","3534","000000002798","\N","10","23","4","2530","","2019-12-31 00:00:00","\N","\N","132","1999"
"16991","\N","000000016991","\N","10","23","2","3161","\N","2017-12-31 00:00:00","\N","\N","156","2012"
"2803","3538","000000002803","\N","10","23","4","2530","","2020-12-31 00:00:00","\N","\N","132","2000"
"8597","3651","000000008597","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"2805","3539","000000002805","\N","10","23","4","2530","","2020-12-31 00:00:00","\N","\N","132","2000"
"24956","\N","000000024956","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2809","3541","000000002809","\N","10","23","4","2530","","2020-12-31 00:00:00","\N","\N","132","2000"
"26944","\N","000000026944","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8210","4270","000000008210","\N","10","23","4","2805","","2018-12-31 00:00:00","\N","\N","134","2012"
"7223","3948","000000007223","\N","10","23","4","2628","","2025-12-31 00:00:00","\N","\N","132","2005"
"26945","\N","000000026945","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26946","\N","000000026946","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"16150","\N","000000016150","\N","10","23","2","3159","\N","2018-12-31 00:00:00","\N","\N","156","2013"
"26947","\N","000000026947","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3150","\N","000000003150","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3151","\N","000000003151","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"9917","4269","000000009917","\N","10","23","4","2805","","2017-12-31 00:00:00","\N","\N","134","2011"
"16688","5189","000000016688","\N","10","23","4","3205","","2026-12-31 00:00:00","\N","\N","132","2006"
"26948","\N","000000026948","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26949","\N","000000026949","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8647","4353","000000008647","\N","10","23","4","2803","","2026-12-31 00:00:00","\N","\N","132","2006"
"10125","4263","000000010125","\N","10","23","4","2805","","2017-12-31 00:00:00","\N","\N","134","2011"
"10441","4296","000000010441","\N","10","23","4","2803","","2028-12-31 00:00:00","\N","\N","132","2008"
"26950","\N","000000026950","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10442","4294","000000010442","\N","10","23","5","2803","","2028-12-31 00:00:00","\N","\N","132","2008"
"26951","\N","000000026951","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10505","4287","000000010505","\N","10","23","4","2803","","2031-12-31 00:00:00","\N","\N","132","2011"
"26952","\N","000000026952","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26953","\N","000000026953","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26954","\N","000000026954","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26955","\N","000000026955","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26956","\N","000000026956","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26957","\N","000000026957","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26958","\N","000000026958","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26959","\N","000000026959","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26960","\N","000000026960","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26961","\N","000000026961","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26962","\N","000000026962","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26963","\N","000000026963","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26964","\N","000000026964","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26965","\N","000000026965","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26966","\N","000000026966","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26967","\N","000000026967","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14394","\N","000000014394","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11353","4308","000000011353","\N","10","23","4","2837","","2020-12-31 00:00:00","\N","\N","153","2012"
"14395","\N","000000014395","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11433","4363","000000011433","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"14396","\N","000000014396","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14397","\N","000000014397","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3264","4323","000000003264","\N","10","23","4","2843","","2029-12-31 00:00:00","\N","\N","132","2009"
"24957","\N","000000024957","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24958","\N","000000024958","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3294","4287","000000003294","\N","10","23","4","2843","","2032-12-31 00:00:00","\N","\N","132","2012"
"24959","\N","000000024959","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11434","4335","000000011434","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"3360","4322","000000003360","\N","10","23","4","2843","","2031-12-31 00:00:00","\N","\N","132","2011"
"11435","4337","000000011435","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"13110","\N","000000013110","\N","10","23","2","3161","\N","2018-12-31 00:00:00","\N","\N","156","2013"
"11436","4336","000000011436","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"3437","4346","000000003437","\N","10","23","4","2843","","2032-12-31 00:00:00","\N","\N","132","2012"
"11437","4341","000000011437","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"14398","\N","000000014398","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14399","\N","000000014399","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14400","\N","000000014400","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14401","\N","000000014401","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14402","\N","000000014402","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14403","\N","000000014403","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24960","\N","000000024960","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14404","\N","000000014404","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"16245","\N","000000016245","\N","10","23","2","3161","\N","2018-12-31 00:00:00","\N","\N","156","2013"
"16990","\N","000000016990","\N","10","23","2","3161","\N","2017-12-31 00:00:00","\N","\N","156","2012"
"24961","\N","000000024961","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"17455","\N","000000017455","\N","10","23","2","3161","\N","2017-12-31 00:00:00","\N","\N","156","2012"
"18034","5195","000000018034","\N","10","23","4","3198","","2029-12-31 00:00:00","\N","\N","132","2009"
"24962","\N","000000024962","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"18044","5161","000000018044","\N","10","23","4","3198","","2029-12-31 00:00:00","\N","\N","132","2009"
"24963","\N","000000024963","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26968","\N","000000026968","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24964","\N","000000024964","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"9260","5105","000000009260","\N","10","23","4","3168","","2028-12-31 00:00:00","\N","\N","158","2008"
"24965","\N","000000024965","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"17141","\N","000000017141","\N","10","23","2","3901","\N","2019-12-31 00:00:00","\N","\N","156","2014"
"17846","\N","000000017846","\N","10","23","2","3901","\N","2020-12-31 00:00:00","\N","\N","156","2014"
"26969","\N","000000026969","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3220","\N","000000003220","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"16820","\N","000000016820","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3222","\N","000000003222","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"16821","\N","000000016821","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26970","\N","000000026970","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26971","\N","000000026971","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26972","\N","000000026972","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26973","\N","000000026973","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"16827","\N","000000016827","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11710","\N","000000011710","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11713","\N","000000011713","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10686","4166","000000010686","\N","10","23","4","2882","","2029-12-31 00:00:00","\N","\N","132","2009"
"14405","\N","000000014405","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10706","4165","000000010706","\N","10","23","4","2882","","2029-12-31 00:00:00","\N","\N","132","2009"
"3269","3692","000000003269","\N","10","23","4","2843","","2029-12-31 00:00:00","\N","\N","132","2009"
"14406","\N","000000014406","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11621","3811","000000011621","\N","10","23","4","2916","","2029-12-31 00:00:00","\N","\N","147","2009"
"14407","\N","000000014407","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11587","3563","000000011587","\N","10","23","4","2882","","2031-12-31 00:00:00","\N","\N","155","2011"
"14408","\N","000000014408","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3245","\N","000000003245","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14409","\N","000000014409","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14410","\N","000000014410","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14411","\N","000000014411","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14412","\N","000000014412","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14413","\N","000000014413","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14414","\N","000000014414","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14415","\N","000000014415","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14416","\N","000000014416","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14417","\N","000000014417","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3260","\N","000000003260","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10687","\N","000000010687","\N","10","23","2","2882","\N","2029-12-31 00:00:00","\N","\N","132","2009"
"14418","\N","000000014418","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14419","\N","000000014419","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14420","\N","000000014420","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11714","\N","000000011714","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14421","\N","000000014421","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"13713","\N","000000013713","\N","10","23","2","3901","\N","2019-12-31 00:00:00","\N","\N","156","2014"
"14422","\N","000000014422","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14423","\N","000000014423","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14424","\N","000000014424","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14425","\N","000000014425","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"13025","\N","000000013025","\N","10","23","2","3901","\N","2034-12-31 00:00:00","\N","\N","156","2014"
"14426","\N","000000014426","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14427","\N","000000014427","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14428","\N","000000014428","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14429","\N","000000014429","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14430","\N","000000014430","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14431","\N","000000014431","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14432","\N","000000014432","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14433","\N","000000014433","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"19031","\N","000000019031","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"3291","\N","000000003291","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14434","\N","000000014434","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14435","\N","000000014435","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14436","\N","000000014436","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14437","\N","000000014437","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"19032","\N","000000019032","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14438","\N","000000014438","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"19033","\N","000000019033","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14439","\N","000000014439","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11718","\N","000000011718","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11719","\N","000000011719","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11720","\N","000000011720","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11721","\N","000000011721","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11722","\N","000000011722","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11723","\N","000000011723","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11724","\N","000000011724","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11725","\N","000000011725","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11726","\N","000000011726","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11727","\N","000000011727","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11728","\N","000000011728","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
